index,fare
12489,21.8
12490,10.7
12491,9.6
12492,16.5
12493,9.7
12494,14.9
12495,19.7
12496,7.7
12497,31.3
12498,26.8
12499,7.7
12500,6.7
12501,12.0
12502,5.9
12503,10.0
12504,15.6
12505,8.4
12506,16.3
12507,21.5
12508,8.0
12509,10.5
12510,10.7
12511,13.6
12512,26.5
12513,22.6
12514,25.3
12515,6.9
12516,33.2
12517,24.6
12518,16.8
12519,10.4
12520,19.5
12521,17.1
12522,11.9
12523,25.7
12524,5.9
12525,13.3
12526,31.4
12527,17.7
12528,10.7
12529,31.4
12530,8.7
12531,13.3
12532,20.5
12533,9.8
12534,9.8
12535,10.9
12536,10.9
12537,33.6
12538,25.0
12539,7.5
12540,47.3
12541,35.6
12542,8.6
12543,27.5
12544,17.8
12545,12.0
12546,10.7
12547,7.6
12548,10.5
12549,10.6
12550,7.5
12551,15.6
12552,13.8
12553,9.5
12554,7.2
12555,7.2
12556,16.6
12557,10.6
12558,8.3
12559,27.4
12560,12.7
12561,15.9
12562,28.7
12563,8.8
12564,9.7
12565,19.7
12566,12.0
12567,19.8
12568,13.9
12569,3.8
12570,16.5
12571,23.0
12572,15.2
12573,9.1
12574,20.4
12575,25.9
12576,21.0
12577,11.9
12578,25.3
12579,16.6
12580,12.1
12581,21.0
12582,12.1
12583,41.0
12584,27.5
12585,7.7
12586,11.8
12587,7.7
12588,8.3
12589,7.7
12590,9.5
12591,20.3
12592,12.6
12593,7.4
12594,7.7
12595,26.8
12596,22.6
12597,41.9
12598,15.6
12599,25.3
12600,13.6
12601,12.1
12602,8.4
12603,7.7
12604,33.5
12605,10.7
12606,31.5
12607,9.7
12608,10.7
12609,42.2
12610,17.8
12611,17.9
12612,10.7
12613,22.4
12614,26.8
12615,20.9
12616,34.6
12617,7.4
12618,67.5
12619,46.6
12620,20.5
12621,38.2
12622,7.4
12623,13.8
12624,41.0
12625,22.3
12626,13.7
12627,16.4
12628,6.2
12629,9.2
12630,28.7
12631,17.3
12632,13.4
12633,22.5
12634,27.0
12635,13.8
12636,8.4
12637,14.8
12638,15.6
12639,7.5
12640,7.7
12641,9.8
12642,14.8
12643,11.6
12644,8.4
12645,4.8
12646,13.9
12647,26.4
12648,12.6
12649,7.5
12650,25.1
12651,9.3
12652,7.0
12653,6.5
12654,10.3
12655,23.7
12656,16.5
12657,9.8
12658,35.1
12659,11.8
12660,25.8
12661,11.8
12662,16.6
12663,7.7
12664,18.9
12665,7.8
12666,4.6
12667,17.5
12668,7.5
12669,27.2
12670,36.6
12671,10.8
12672,25.0
12673,13.5
12674,11.9
12675,26.6
12676,9.8
12677,7.5
12678,17.3
12679,13.5
12680,16.9
12681,11.8
12682,14.6
12683,21.2
12684,35.7
12685,18.7
12686,8.4
12687,27.1
12688,7.2
12689,7.7
12690,26.2
12691,7.8
12692,14.0
12693,8.8
12694,8.4
12695,40.2
12696,55.3
12697,15.9
12698,30.4
12699,37.1
12700,16.7
12701,21.2
12702,16.5
12703,4.0
12704,11.5
12705,26.6
12706,10.6
12707,37.9
12708,6.5
12709,18.3
12710,27.6
12711,21.7
12712,6.4
12713,11.0
12714,20.7
12715,26.4
12716,17.5
12717,13.8
12718,7.5
12719,19.2
12720,10.3
12721,7.7
12722,10.3
12723,9.3
12724,26.6
12725,32.2
12726,23.4
12727,10.7
12728,7.7
12729,20.4
12730,28.7
12731,10.6
12732,10.6
12733,17.9
12734,23.1
12735,10.4
12736,4.0
12737,15.2
12738,17.3
12739,22.6
12740,9.8
12741,12.9
12742,7.0
12743,22.1
12744,18.7
12745,7.4
12746,36.6
12747,10.8
12748,16.5
12749,11.1
12750,34.7
12751,11.5
12752,24.7
12753,11.5
12754,10.7
12755,31.4
12756,10.7
12757,9.7
12758,21.7
12759,21.5
12760,10.4
12761,7.2
12762,15.6
12763,6.3
12764,8.8
12765,4.3
12766,17.3
12767,10.6
12768,22.7
12769,32.1
12770,16.0
12771,29.1
12772,23.9
12773,10.8
12774,16.5
12775,27.5
12776,5.6
12777,8.4
12778,26.8
12779,6.8
12780,15.0
12781,30.5
12782,14.9
12783,9.5
12784,30.6
12785,23.1
12786,11.7
12787,8.6
12788,26.7
12789,15.6
12790,7.5
12791,6.9
12792,10.9
12793,26.9
12794,8.4
12795,8.6
12796,7.5
12797,7.4
12798,12.3
12799,7.9
12800,7.6
12801,26.8
12802,14.3
12803,15.3
12804,6.2
12805,21.1
12806,28.3
12807,9.6
12808,11.4
12809,11.5
12810,4.3
12811,11.8
12812,17.6
12813,15.6
12814,13.4
12815,11.8
12816,13.3
12817,38.6
12818,30.5
12819,10.7
12820,16.0
12821,20.9
12822,10.8
12823,10.6
12824,9.1
12825,19.4
12826,22.1
12827,11.9
12828,7.7
12829,8.6
12830,16.0
12831,26.6
12832,7.8
12833,15.6
12834,8.9
12835,6.2
12836,14.8
12837,23.7
12838,8.9
12839,16.1
12840,19.5
12841,31.9
12842,16.7
12843,7.6
12844,8.9
12845,6.8
12846,7.5
12847,15.5
12848,17.8
12849,10.7
12850,23.7
12851,18.0
12852,33.8
12853,20.9
12854,26.9
12855,6.9
12856,6.5
12857,13.7
12858,9.8
12859,26.6
12860,4.7
12861,13.6
12862,12.1
12863,17.1
12864,9.6
12865,9.5
12866,21.5
12867,13.8
12868,16.5
12869,6.1
12870,10.1
12871,21.2
12872,16.2
12873,9.2
12874,15.7
12875,28.9
12876,15.9
12877,10.6
12878,14.4
12879,13.8
12880,7.5
12881,31.0
12882,26.5
12883,8.7
12884,26.5
12885,18.5
12886,32.2
12887,18.2
12888,7.1
12889,13.6
12890,15.6
12891,8.2
12892,22.6
12893,11.8
12894,41.2
12895,22.2
12896,31.9
12897,16.7
12898,16.5
12899,9.8
12900,10.8
12901,35.9
12902,28.4
12903,24.1
12904,11.3
12905,9.7
12906,18.5
12907,11.3
12908,33.7
12909,9.3
12910,8.3
12911,27.2
12912,7.4
12913,8.2
12914,13.1
12915,23.7
12916,26.8
12917,6.8
12918,25.1
12919,11.0
12920,9.8
12921,11.0
12922,54.3
12923,40.1
12924,15.2
12925,28.9
12926,26.2
12927,18.0
12928,33.4
12929,22.6
12930,17.7
12931,20.6
12932,13.8
12933,12.0
12934,30.8
12935,32.2
12936,18.8
12937,7.1
12938,36.8
12939,27.4
12940,22.4
12941,10.9
12942,21.7
12943,3.9
12944,9.3
12945,9.1
12946,7.0
12947,10.7
12948,27.2
12949,10.2
12950,7.0
12951,9.8
12952,30.2
12953,16.7
12954,21.5
12955,16.3
12956,9.8
12957,19.2
12958,7.0
12959,17.5
12960,30.4
12961,28.7
12962,22.8
12963,10.7
12964,14.9
12965,3.7
12966,26.7
12967,9.9
12968,16.5
12969,10.5
12970,10.5
12971,8.8
12972,22.0
12973,32.1
12974,7.9
12975,42.0
12976,9.7
12977,8.3
12978,14.5
12979,27.1
12980,15.2
12981,14.2
12982,29.5
12983,22.9
12984,30.4
12985,17.8
12986,9.8
12987,15.3
12988,16.9
12989,6.9
12990,19.7
12991,10.4
12992,32.5
12993,18.1
12994,24.1
12995,6.7
12996,7.7
12997,7.5
12998,15.6
12999,15.6
13000,20.7
13001,7.3
13002,10.6
13003,26.8
13004,26.9
13005,4.4
13006,26.6
13007,3.9
13008,12.7
13009,16.5
13010,9.7
13011,35.0
13012,12.7
13013,18.1
13014,27.3
13015,14.0
13016,20.2
13017,32.0
13018,9.9
13019,7.5
13020,27.2
13021,8.3
13022,12.2
13023,7.7
13024,15.6
13025,7.7
13026,4.0
13027,10.7
13028,9.9
13029,13.1
13030,16.1
13031,9.9
13032,25.2
13033,6.0
13034,16.7
13035,29.5
13036,17.0
13037,8.7
13038,14.5
13039,23.5
13040,32.9
13041,33.5
13042,22.8
13043,22.0
13044,8.9
13045,10.6
13046,25.6
13047,17.8
13048,20.8
13049,43.2
13050,13.4
13051,10.6
13052,23.1
13053,9.7
13054,10.6
13055,32.1
13056,18.0
13057,43.4
13058,34.8
13059,6.7
13060,26.8
13061,20.7
13062,10.8
13063,23.5
13064,9.2
13065,18.3
13066,10.7
13067,23.0
13068,32.2
13069,7.5
13070,18.2
13071,10.6
13072,9.9
13073,9.5
13074,31.9
13075,20.2
13076,29.6
13077,9.0
13078,15.6
13079,27.4
13080,15.7
13081,13.8
13082,15.6
13083,9.0
13084,7.6
13085,9.0
13086,46.1
13087,37.4
13088,27.4
13089,23.4
13090,18.0
13091,20.5
13092,32.0
13093,33.7
13094,34.2
13095,18.7
13096,24.8
13097,10.5
13098,32.4
13099,26.8
13100,23.4
13101,9.7
13102,26.0
13103,4.6
13104,18.1
13105,17.4
13106,13.5
13107,7.5
13108,11.8
13109,9.8
13110,12.0
13111,10.7
13112,10.7
13113,17.7
13114,22.5
13115,10.7
13116,21.6
13117,8.6
13118,24.8
13119,7.3
13120,7.2
13121,43.7
13122,27.3
13123,26.6
13124,8.9
13125,15.2
13126,15.1
13127,32.1
13128,10.4
13129,7.8
13130,27.3
13131,7.8
13132,15.8
13133,9.2
13134,34.8
13135,25.6
13136,11.0
13137,11.9
13138,19.1
13139,34.4
13140,25.2
13141,13.5
13142,19.7
13143,11.0
13144,4.7
13145,7.2
13146,22.3
13147,17.7
13148,26.9
13149,7.7
13150,13.1
13151,28.1
13152,30.4
13153,14.0
13154,14.8
13155,17.2
13156,22.8
13157,9.8
13158,27.9
13159,6.5
13160,14.0
13161,25.3
13162,22.3
13163,29.7
13164,6.1
13165,9.3
13166,20.2
13167,7.0
13168,16.8
13169,17.7
13170,10.7
13171,16.5
13172,26.4
13173,34.4
13174,20.7
13175,7.2
13176,29.8
13177,21.4
13178,8.9
13179,15.8
13180,25.4
13181,7.1
13182,34.5
13183,20.9
13184,14.9
13185,9.8
13186,5.9
13187,10.8
13188,19.5
13189,11.0
13190,9.1
13191,23.5
13192,32.1
13193,9.6
13194,7.8
13195,10.8
13196,11.7
13197,7.2
13198,13.0
13199,16.4
13200,13.6
13201,26.8
13202,17.1
13203,7.0
13204,7.3
13205,10.9
13206,7.3
13207,7.6
13208,22.2
13209,27.7
13210,8.2
13211,15.5
13212,10.8
13213,18.6
13214,21.1
13215,9.3
13216,9.4
13217,9.1
13218,14.4
13219,7.3
13220,7.9
13221,10.8
13222,12.9
13223,15.6
13224,41.4
13225,6.9
13226,7.6
13227,20.6
13228,8.2
13229,30.3
13230,22.7
13231,11.0
13232,7.6
13233,7.3
13234,37.5
13235,18.6
13236,26.9
13237,13.8
13238,27.4
13239,25.0
13240,8.0
13241,9.7
13242,7.4
13243,15.2
13244,7.9
13245,11.0
13246,19.2
13247,16.5
13248,34.6
13249,4.6
13250,7.4
13251,13.6
13252,34.4
13253,20.7
13254,26.7
13255,13.7
13256,9.6
13257,15.6
13258,6.3
13259,6.9
13260,9.2
13261,17.1
13262,6.8
13263,14.5
13264,11.9
13265,4.3
13266,17.4
13267,26.5
13268,6.6
13269,7.6
13270,6.1
13271,21.7
13272,4.2
13273,9.3
13274,13.9
13275,9.4
13276,26.6
13277,6.8
13278,10.6
13279,22.4
13280,15.2
13281,9.7
13282,17.2
13283,13.4
13284,11.2
13285,7.5
13286,7.9
13287,7.8
13288,26.6
13289,17.3
13290,15.2
13291,30.8
13292,11.4
13293,34.4
13294,10.7
13295,20.7
13296,17.4
13297,7.4
13298,7.8
13299,10.5
13300,15.2
13301,4.2
13302,11.6
13303,16.5
13304,12.0
13305,5.9
13306,9.4
13307,14.6
13308,8.1
13309,3.9
13310,26.6
13311,16.5
13312,4.1
13313,26.6
13314,10.7
13315,9.2
13316,8.2
13317,12.5
13318,15.9
13319,13.1
13320,8.2
13321,10.4
13322,16.4
13323,10.5
13324,26.9
13325,10.3
13326,10.4
13327,15.5
13328,18.0
13329,32.0
13330,22.4
13331,9.5
13332,7.4
13333,30.1
13334,9.2
13335,27.3
13336,18.0
13337,6.1
13338,22.8
13339,14.6
13340,17.6
13341,26.6
13342,14.2
13343,12.8
13344,4.7
13345,23.6
13346,14.8
13347,6.1
13348,17.3
13349,22.9
13350,30.4
13351,9.8
13352,23.1
13353,10.9
13354,10.9
13355,9.3
13356,27.0
13357,8.9
13358,17.9
13359,14.7
13360,16.9
13361,14.8
13362,39.5
13363,23.9
13364,4.6
13365,7.3
13366,26.6
13367,11.7
13368,24.2
13369,12.7
13370,7.3
13371,8.9
13372,10.9
13373,21.8
13374,36.9
13375,19.2
13376,18.5
13377,6.7
13378,17.8
13379,26.1
13380,14.9
13381,8.7
13382,8.9
13383,10.7
13384,7.7
13385,26.8
13386,16.6
13387,4.4
13388,9.6
13389,7.2
13390,10.7
13391,10.7
13392,25.1
13393,32.2
13394,18.0
13395,21.9
13396,14.3
13397,6.6
13398,18.9
13399,9.5
13400,11.6
13401,7.6
13402,26.6
13403,11.7
13404,4.6
13405,12.7
13406,20.7
13407,35.0
13408,15.3
13409,23.5
13410,13.7
13411,9.7
13412,7.5
13413,4.7
13414,27.5
13415,34.0
13416,6.8
13417,25.0
13418,10.5
13419,20.1
13420,8.1
13421,16.7
13422,6.9
13423,41.0
13424,22.2
13425,29.4
13426,10.6
13427,10.7
13428,6.1
13429,15.6
13430,7.0
13431,7.0
13432,19.7
13433,26.7
13434,16.5
13435,9.3
13436,10.7
13437,26.8
13438,6.9
13439,4.7
13440,17.9
13441,19.1
13442,10.6
13443,22.5
13444,31.8
13445,26.7
13446,10.7
13447,10.7
13448,31.4
13449,21.8
13450,26.7
13451,10.7
13452,32.2
13453,18.0
13454,27.2
13455,26.9
13456,10.7
13457,14.5
13458,8.8
13459,8.2
13460,8.8
13461,17.6
13462,7.7
13463,15.6
13464,7.1
13465,12.1
13466,8.8
13467,10.6
13468,16.4
13469,5.9
13470,14.4
13471,7.0
13472,26.6
13473,16.6
13474,13.7
13475,17.0
13476,7.3
13477,4.5
13478,11.3
13479,22.5
13480,43.0
13481,11.7
13482,11.7
13483,20.1
13484,25.8
13485,6.8
13486,18.5
13487,8.8
13488,15.7
13489,53.3
13490,8.2
13491,22.0
13492,10.7
13493,40.1
13494,27.4
13495,11.2
13496,6.6
13497,37.9
13498,28.0
13499,18.7
13500,32.3
13501,36.3
13502,10.7
13503,7.9
13504,7.9
13505,16.7
13506,14.0
13507,11.8
13508,20.4
13509,9.6
13510,15.4
13511,29.7
13512,22.8
13513,17.6
13514,8.2
13515,8.1
13516,9.1
13517,16.0
13518,10.7
13519,15.1
13520,8.0
13521,11.6
13522,16.6
13523,16.9
13524,30.7
13525,9.7
13526,9.1
13527,18.5
13528,13.3
13529,31.0
13530,12.1
13531,10.7
13532,16.5
13533,13.0
13534,30.6
13535,14.7
13536,24.4
13537,29.5
13538,21.0
13539,16.5
13540,6.1
13541,9.5
13542,19.2
13543,43.7
13544,32.5
13545,43.7
13546,7.6
13547,13.6
13548,7.9
13549,16.0
13550,9.1
13551,26.5
13552,8.2
13553,7.5
13554,6.4
13555,15.1
13556,9.7
13557,22.5
13558,30.8
13559,15.6
13560,26.9
13561,7.3
13562,15.4
13563,22.1
13564,26.6
13565,27.4
13566,8.9
13567,8.0
13568,8.9
13569,18.0
13570,30.6
13571,41.1
13572,32.5
13573,13.5
13574,24.2
13575,10.1
13576,16.2
13577,9.4
13578,17.4
13579,21.0
13580,7.1
13581,27.4
13582,7.9
13583,15.8
13584,5.6
13585,9.8
13586,15.4
13587,20.4
13588,11.5
13589,7.4
13590,26.2
13591,8.9
13592,11.0
13593,7.7
13594,8.2
13595,7.6
13596,22.3
13597,11.5
13598,18.2
13599,15.9
13600,10.7
13601,9.4
13602,22.4
13603,32.3
13604,7.8
13605,8.3
13606,26.6
13607,7.9
13608,15.6
13609,34.6
13610,30.1
13611,27.7
13612,13.8
13613,8.2
13614,5.9
13615,9.9
13616,20.7
13617,7.3
13618,26.8
13619,18.1
13620,21.3
13621,7.7
13622,7.9
13623,14.0
13624,8.8
13625,17.7
13626,26.4
13627,26.6
13628,18.2
13629,27.1
13630,8.2
13631,8.3
13632,14.0
13633,32.3
13634,9.9
13635,27.0
13636,21.6
13637,15.5
13638,39.7
13639,14.0
13640,10.4
13641,8.7
13642,16.9
13643,19.6
13644,15.1
13645,33.3
13646,18.6
13647,11.9
13648,12.8
13649,10.5
13650,18.6
13651,33.6
13652,25.5
13653,25.3
13654,14.9
13655,35.5
13656,20.6
13657,18.5
13658,13.6
13659,14.0
13660,33.3
13661,21.5
13662,32.3
13663,4.7
13664,43.7
13665,9.3
13666,24.9
13667,21.6
13668,16.6
13669,7.6
13670,9.8
13671,10.7
13672,26.6
13673,8.8
13674,12.6
13675,10.5
13676,15.7
13677,10.5
13678,6.3
13679,8.7
13680,7.0
13681,22.7
13682,26.8
13683,15.2
13684,11.8
13685,62.3
13686,15.2
13687,22.7
13688,17.3
13689,25.3
13690,9.6
13691,21.7
13692,10.7
13693,17.9
13694,10.1
13695,31.4
13696,11.8
13697,34.6
13698,6.2
13699,16.5
13700,18.3
13701,11.0
13702,9.3
13703,8.3
13704,15.8
13705,19.3
13706,9.3
13707,22.8
13708,16.4
13709,35.6
13710,12.8
13711,14.5
13712,7.9
13713,27.0
13714,5.1
13715,31.4
13716,7.6
13717,13.6
13718,13.8
13719,39.7
13720,23.5
13721,17.5
13722,6.9
13723,26.7
13724,10.0
13725,4.0
13726,26.8
13727,10.9
13728,7.2
13729,4.4
13730,10.7
13731,13.0
13732,33.5
13733,16.6
13734,33.5
13735,10.4
13736,8.4
13737,13.6
13738,42.3
13739,34.8
13740,7.3
13741,6.4
13742,6.9
13743,17.7
13744,16.5
13745,10.8
13746,17.4
13747,7.3
13748,16.5
13749,21.3
13750,8.8
13751,20.2
13752,34.2
13753,13.5
13754,22.4
13755,9.7
13756,13.0
13757,44.3
13758,6.8
13759,36.6
13760,10.9
13761,32.9
13762,12.2
13763,9.3
13764,10.8
13765,20.7
13766,30.0
13767,18.1
13768,20.3
13769,17.8
13770,26.6
13771,26.7
13772,29.3
13773,8.5
13774,16.5
13775,8.7
13776,10.0
13777,27.5
13778,16.5
13779,7.5
13780,8.3
13781,10.6
13782,8.4
13783,32.8
13784,41.3
13785,10.5
13786,10.2
13787,7.4
13788,11.3
13789,18.6
13790,23.9
13791,11.2
13792,33.0
13793,18.8
13794,23.9
13795,10.6
13796,26.7
13797,33.3
13798,17.6
13799,30.4
13800,13.6
13801,6.9
13802,15.4
13803,18.0
13804,30.8
13805,22.9
13806,15.6
13807,33.8
13808,6.9
13809,20.0
13810,33.6
13811,19.0
13812,25.2
13813,46.6
13814,10.5
13815,15.2
13816,16.7
13817,10.4
13818,38.1
13819,8.7
13820,18.2
13821,10.6
13822,4.2
13823,16.5
13824,7.0
13825,17.4
13826,12.9
13827,7.7
13828,11.9
13829,25.3
13830,10.7
13831,15.3
13832,7.7
13833,7.4
13834,29.5
13835,14.7
13836,21.9
13837,16.5
13838,10.6
13839,15.7
13840,20.0
13841,27.9
13842,9.4
13843,14.2
13844,8.2
13845,7.9
13846,14.1
13847,8.3
13848,18.2
13849,8.4
13850,14.2
13851,15.7
13852,7.9
13853,11.7
13854,26.8
13855,10.7
13856,33.6
13857,8.9
13858,13.9
13859,8.8
13860,22.7
13861,10.0
13862,16.4
13863,21.3
13864,16.9
13865,11.8
13866,19.0
13867,13.3
13868,11.2
13869,10.8
13870,4.8
13871,8.7
13872,17.7
13873,8.9
13874,14.4
13875,8.7
13876,7.4
13877,8.6
13878,15.7
13879,26.9
13880,8.6
13881,21.2
13882,16.5
13883,20.3
13884,9.3
13885,10.7
13886,11.7
13887,16.9
13888,11.8
13889,29.2
13890,23.6
13891,14.1
13892,39.2
13893,33.4
13894,18.6
13895,24.5
13896,11.3
13897,27.5
13898,15.8
13899,15.4
13900,7.0
13901,28.4
13902,9.0
13903,20.3
13904,9.9
13905,15.6
13906,7.6
13907,13.6
13908,7.5
13909,15.5
13910,17.5
13911,26.7
13912,25.9
13913,32.8
13914,42.5
13915,22.5
13916,4.4
13917,4.5
13918,6.7
13919,23.7
13920,11.5
13921,20.1
13922,11.5
13923,25.2
13924,10.8
13925,16.5
13926,12.7
13927,9.6
13928,19.3
13929,9.6
13930,7.1
13931,9.6
13932,15.8
13933,11.6
13934,13.9
13935,9.4
13936,7.2
13937,11.9
13938,10.6
13939,7.5
13940,25.3
13941,4.4
13942,13.8
13943,11.9
13944,7.8
13945,28.5
13946,6.2
13947,13.8
13948,45.7
13949,7.7
13950,7.8
13951,7.5
13952,7.8
13953,10.8
13954,36.5
13955,11.8
13956,18.6
13957,7.7
13958,5.4
13959,15.5
13960,12.5
13961,9.8
13962,9.6
13963,16.0
13964,10.6
13965,9.5
13966,22.0
13967,32.1
13968,26.5
13969,12.5
13970,27.6
13971,8.0
13972,5.3
13973,18.6
13974,15.6
13975,9.9
13976,10.7
13977,23.4
13978,6.6
13979,11.6
13980,8.7
13981,9.9
13982,26.6
13983,4.1
13984,21.1
13985,17.4
13986,9.7
13987,19.3
13988,28.5
13989,8.9
13990,9.6
13991,26.5
13992,7.5
13993,8.2
13994,15.9
13995,8.0
13996,7.0
13997,7.6
13998,4.0
13999,26.7
14000,10.7
14001,10.7
14002,15.6
14003,9.3
14004,9.9
14005,28.9
14006,13.6
14007,12.3
14008,4.8
14009,7.4
14010,26.7
14011,11.0
14012,7.8
14013,13.6
14014,7.7
14015,9.4
14016,13.9
14017,26.6
14018,10.6
14019,17.9
14020,21.5
14021,15.3
14022,13.8
14023,34.8
14024,7.6
14025,11.3
14026,26.8
14027,10.7
14028,37.3
14029,7.4
14030,9.0
14031,8.9
14032,19.4
14033,7.0
14034,28.5
14035,8.9
14036,8.8
14037,18.9
14038,37.2
14039,14.7
14040,28.1
14041,28.3
14042,18.3
14043,34.6
14044,9.9
14045,26.8
14046,7.0
14047,3.9
14048,6.1
14049,26.5
14050,10.8
14051,34.4
14052,17.8
14053,14.8
14054,9.8
14055,11.5
14056,6.9
14057,10.6
14058,39.8
14059,16.5
14060,26.7
14061,15.6
14062,9.3
14063,14.4
14064,19.3
14065,19.2
14066,9.3
14067,8.9
14068,17.2
14069,8.7
14070,26.3
14071,17.6
14072,8.7
14073,26.7
14074,12.2
14075,4.8
14076,7.9
14077,13.6
14078,7.4
14079,13.7
14080,27.4
14081,7.0
14082,7.0
14083,16.5
14084,3.9
14085,10.7
14086,24.0
14087,6.4
14088,19.0
14089,16.6
14090,33.1
14091,26.8
14092,21.6
14093,30.2
14094,9.5
14095,10.2
14096,16.2
14097,16.6
14098,10.7
14099,33.5
14100,9.8
14101,8.9
14102,9.8
14103,20.5
14104,28.4
14105,7.8
14106,12.2
14107,11.9
14108,13.7
14109,26.7
14110,17.2
14111,22.4
14112,13.6
14113,13.5
14114,30.3
14115,10.6
14116,3.9
14117,9.9
14118,23.1
14119,18.5
14120,15.0
14121,27.7
14122,4.1
14123,8.6
14124,8.6
14125,14.4
14126,29.3
14127,14.7
14128,16.3
14129,26.8
14130,22.7
14131,15.6
14132,34.9
14133,25.6
14134,9.6
14135,20.3
14136,10.7
14137,14.4
14138,10.9
14139,28.2
14140,8.7
14141,19.2
14142,22.9
14143,14.9
14144,8.0
14145,12.9
14146,8.2
14147,6.7
14148,11.4
14149,16.4
14150,6.3
14151,28.6
14152,9.0
14153,15.8
14154,7.3
14155,9.7
14156,26.8
14157,6.6
14158,15.6
14159,10.7
14160,24.3
14161,33.0
14162,26.6
14163,18.1
14164,9.9
14165,6.5
14166,16.5
14167,9.5
14168,10.6
14169,21.8
14170,11.9
14171,9.9
14172,3.9
14173,9.6
14174,7.0
14175,6.6
14176,7.9
14177,22.9
14178,9.1
14179,9.8
14180,29.4
14181,15.7
14182,21.2
14183,13.7
14184,13.8
14185,8.8
14186,20.1
14187,27.9
14188,20.5
14189,8.8
14190,12.2
14191,7.7
14192,27.0
14193,18.0
14194,8.0
14195,4.7
14196,9.3
14197,7.1
14198,4.2
14199,13.1
14200,12.5
14201,16.5
14202,26.8
14203,7.9
14204,7.9
14205,20.3
14206,20.6
14207,26.0
14208,7.4
14209,26.6
14210,9.9
14211,8.5
14212,31.4
14213,23.6
14214,16.2
14215,18.1
14216,10.8
14217,27.2
14218,13.3
14219,8.1
14220,5.4
14221,8.5
14222,9.1
14223,9.0
14224,13.3
14225,10.5
14226,32.1
14227,22.1
14228,29.3
14229,16.2
14230,21.3
14231,8.9
14232,16.2
14233,25.2
14234,18.5
14235,21.6
14236,15.7
14237,9.5
14238,9.5
14239,20.4
14240,16.5
14241,14.4
14242,8.6
14243,39.0
14244,26.6
14245,12.9
14246,7.9
14247,10.6
14248,10.7
14249,20.2
14250,18.1
14251,28.6
14252,32.2
14253,15.7
14254,53.3
14255,40.1
14256,4.7
14257,27.4
14258,13.0
14259,11.0
14260,7.2
14261,9.6
14262,4.6
14263,26.7
14264,9.0
14265,25.2
14266,28.8
14267,15.4
14268,9.0
14269,9.4
14270,15.2
14271,30.6
14272,35.7
14273,6.5
14274,9.7
14275,21.7
14276,15.6
14277,23.3
14278,30.9
14279,9.5
14280,7.7
14281,21.3
14282,26.9
14283,41.3
14284,7.3
14285,7.3
14286,10.6
14287,4.1
14288,10.0
14289,12.5
14290,7.0
14291,7.4
14292,7.7
14293,11.0
14294,18.3
14295,34.9
14296,27.4
14297,26.3
14298,7.5
14299,21.5
14300,27.7
14301,14.8
14302,5.3
14303,26.7
14304,6.7
14305,4.6
14306,4.6
14307,11.9
14308,34.9
14309,11.3
14310,11.8
14311,29.7
14312,4.6
14313,26.7
14314,17.1
14315,7.0
14316,12.0
14317,26.7
14318,19.0
14319,10.3
14320,4.8
14321,12.7
14322,17.1
14323,11.2
14324,26.9
14325,15.5
14326,7.5
14327,7.5
14328,23.5
14329,15.6
14330,7.8
14331,9.8
14332,16.0
14333,9.8
14334,10.0
14335,9.0
14336,21.0
14337,29.5
14338,16.1
14339,26.8
14340,26.6
14341,10.6
14342,16.5
14343,7.6
14344,10.8
14345,6.6
14346,26.8
14347,7.6
14348,16.5
14349,15.5
14350,6.6
14351,26.7
14352,11.8
14353,7.0
14354,26.7
14355,10.0
14356,26.8
14357,10.8
14358,39.3
14359,21.8
14360,12.7
14361,9.9
14362,6.6
14363,7.4
14364,11.8
14365,16.9
14366,4.7
14367,13.7
14368,35.9
14369,7.5
14370,14.8
14371,18.9
14372,9.4
14373,28.0
14374,8.8
14375,21.3
14376,13.4
14377,8.8
14378,52.8
14379,6.4
14380,14.4
14381,10.7
14382,23.6
14383,10.7
14384,9.4
14385,8.6
14386,13.6
14387,8.6
14388,8.3
14389,17.7
14390,18.2
14391,12.7
14392,16.6
14393,11.0
14394,9.7
14395,13.6
14396,17.7
14397,20.7
14398,26.4
14399,7.4
14400,17.6
14401,10.6
14402,17.4
14403,8.3
14404,14.9
14405,8.4
14406,7.6
14407,8.4
14408,7.8
14409,16.1
14410,9.2
14411,17.2
14412,10.7
14413,31.0
14414,30.7
14415,15.1
14416,22.8
14417,11.0
14418,27.9
14419,26.6
14420,15.7
14421,31.8
14422,18.7
14423,15.5
14424,23.4
14425,18.5
14426,26.7
14427,7.6
14428,11.8
14429,6.6
14430,7.6
14431,30.7
14432,15.6
14433,7.0
14434,10.9
14435,7.3
14436,7.3
14437,9.1
14438,32.8
14439,13.3
14440,10.8
14441,25.7
14442,41.7
14443,13.9
14444,8.0
14445,26.6
14446,16.3
14447,7.5
14448,15.6
14449,27.5
14450,27.6
14451,8.3
14452,28.0
14453,8.3
14454,14.5
14455,19.3
14456,7.3
14457,15.6
14458,7.3
14459,12.1
14460,26.8
14461,9.7
14462,11.6
14463,18.9
14464,35.7
14465,26.4
14466,11.3
14467,4.6
14468,16.7
14469,7.5
14470,10.7
14471,26.6
14472,13.8
14473,4.8
14474,7.5
14475,7.1
14476,16.5
14477,26.9
14478,15.5
14479,7.6
14480,9.1
14481,26.8
14482,22.9
14483,13.9
14484,30.6
14485,8.9
14486,21.4
14487,10.0
